project,method_id,criterion,presentation,system,slot,rank,points
jedit,3904,content,1,QWEN,3,2,3
jedit,3904,content,1,CLAUDE,4,3,2
jedit,3904,content,1,MISTRAL,2,4,1
jedit,3904,conciseness,0,GPT,3,1,4
jedit,3904,conciseness,0,CLAUDE,2,2,3
jedit,3904,conciseness,0,QWEN,1,3,2
jedit,3904,conciseness,0,MISTRAL,4,4,1
jedit,3904,conciseness,1,GPT,2,1,4
jedit,3904,conciseness,1,CLAUDE,3,2,3
jedit,3904,conciseness,1,QWEN,4,3,2
jedit,3904,conciseness,1,MISTRAL,1,4,1
jedit,3904,what,0,QWEN,3,1,4
jedit,3904,what,0,GPT,1,2,3
jedit,3904,what,0,CLAUDE,2,3,2
jedit,3904,what,0,MISTRAL,4,4,1
jedit,3904,what,1,QWEN,2,1,4
jedit,3904,what,1,GPT,4,2,3
jedit,3904,what,1,CLAUDE,3,3,2
jedit,3904,what,1,MISTRAL,1,4,1
jedit,3904,why,0,GPT,3,1,4
jedit,3904,why,0,QWEN,2,2,3
jedit,3904,why,0,CLAUDE,1,3,2
jedit,3904,why,0,MISTRAL,4,4,1
jedit,3904,why,1,GPT,2,1,4
jedit,3904,why,1,QWEN,3,2,3
jedit,3904,why,1,MISTRAL,1,3,2
jedit,3904,why,1,CLAUDE,4,4,1
jedit,3904,how,0,GPT,3,1,4
jedit,3904,how,0,CLAUDE,1,2,3
jedit,3904,how,0,QWEN,2,3,2
jedit,3904,how,0,MISTRAL,4,4,1
jedit,3904,how,1,GPT,2,1,4
jedit,3904,how,1,CLAUDE,4,2,3
jedit,3904,how,1,MISTRAL,1,3,2
jedit,3904,how,1,QWEN,3,4,1
jedit,3905,accuracy,0,GPT,4,1,4
jedit,3905,accuracy,0,QWEN,3,2,3
jedit,3905,accuracy,0,MISTRAL,1,3,2
jedit,3905,accuracy,0,CLAUDE,2,4,1
jedit,3905,accuracy,1,GPT,1,1,4
jedit,3905,accuracy,1,MISTRAL,4,2,3
jedit,3905,accuracy,1,QWEN,2,3,2
jedit,3905,accuracy,1,CLAUDE,3,4,1
jedit,3905,content,0,GPT,1,1,4
jedit,3905,content,0,MISTRAL,2,2,3
jedit,3905,content,0,CLAUDE,4,3,2
jedit,3905,content,0,QWEN,3,4,1
jedit,3905,content,1,GPT,4,1,4
jedit,3905,content,1,CLAUDE,1,2,3
jedit,3905,content,1,MISTRAL,3,3,2
jedit,3905,content,1,QWEN,2,4,1
jedit,3905,conciseness,0,MISTRAL,3,1,4
jedit,3905,conciseness,0,GPT,2,2,3
jedit,3905,conciseness,0,QWEN,4,3,2
jedit,3905,conciseness,0,CLAUDE,1,4,1
jedit,3905,conciseness,1,GPT,3,1,4
jedit,3905,conciseness,1,MISTRAL,2,2,3
jedit,3905,conciseness,1,CLAUDE,4,3,2
jedit,3905,conciseness,1,QWEN,1,4,1
jedit,3905,what,0,GPT,3,1,4
jedit,3905,what,0,MISTRAL,2,2,3
jedit,3905,what,0,QWEN,4,3,2
jedit,3905,what,0,CLAUDE,1,4,1
jedit,3905,what,1,GPT,2,1,4
jedit,3905,what,1,CLAUDE,4,2,3
jedit,3905,what,1,MISTRAL,3,3,2
jedit,3905,what,1,QWEN,1,4,1
jedit,3905,why,0,GPT,4,1,4
jedit,3905,why,0,MISTRAL,2,2,3
jedit,3905,why,0,QWEN,1,3,2
jedit,3905,why,0,CLAUDE,3,4,1
jedit,3905,why,1,GPT,1,1,4
jedit,3905,why,1,MISTRAL,3,2,3
jedit,3905,why,1,QWEN,4,3,2
jedit,3905,why,1,CLAUDE,2,4,1
jedit,3905,how,0,GPT,3,1,4
jedit,3905,how,0,MISTRAL,2,2,3
jedit,3905,how,0,CLAUDE,4,3,2
jedit,3905,how,0,QWEN,1,4,1
jedit,3905,how,1,GPT,2,1,4
jedit,3905,how,1,MISTRAL,3,2,3
jedit,3905,how,1,QWEN,4,3,2
jedit,3905,how,1,CLAUDE,1,4,1
jedit,4346,accuracy,0,MISTRAL,3,1,4
jedit,4346,accuracy,0,QWEN,2,2,3
jedit,4346,accuracy,0,CLAUDE,4,3,2
jedit,4346,accuracy,0,GPT,1,4,1
jedit,4346,accuracy,1,MISTRAL,2,1,4
jedit,4346,accuracy,1,QWEN,3,2,3
jedit,4346,accuracy,1,CLAUDE,1,3,2
jedit,4346,accuracy,1,GPT,4,4,1
jedit,4346,content,0,CLAUDE,2,1,4
jedit,4346,content,0,GPT,4,2,3
jedit,4346,content,0,MISTRAL,1,3,2
jedit,4346,content,0,QWEN,3,4,1
jedit,4346,content,1,CLAUDE,3,1,4
jedit,4346,content,1,GPT,1,2,3
jedit,4346,content,1,MISTRAL,4,3,2
jedit,4346,content,1,QWEN,2,4,1
jedit,4346,conciseness,0,CLAUDE,2,1,4
jedit,4346,conciseness,0,MISTRAL,4,2,3
jedit,4346,conciseness,0,GPT,1,3,2
jedit,4346,conciseness,0,QWEN,3,4,1
jedit,4346,conciseness,1,QWEN,2,1,4
jedit,4346,conciseness,1,GPT,4,2,3
jedit,4346,conciseness,1,MISTRAL,1,3,2
jedit,4346,conciseness,1,CLAUDE,3,4,1
jedit,4346,what,0,QWEN,1,1,4
jedit,4346,what,0,MISTRAL,3,2,3
jedit,4346,what,0,GPT,2,3,2
jedit,4346,what,0,CLAUDE,4,4,1
jedit,4346,what,1,MISTRAL,2,1,4
jedit,4346,what,1,QWEN,4,2,3
jedit,4346,what,1,GPT,3,3,2
jedit,4346,what,1,CLAUDE,1,4,1
jedit,4346,why,0,MISTRAL,2,1,4
jedit,4346,why,0,QWEN,1,2,3
jedit,4346,why,0,GPT,4,3,2
jedit,4346,why,0,CLAUDE,3,4,1
jedit,4346,why,1,MISTRAL,3,1,4
jedit,4346,why,1,QWEN,4,2,3
jedit,4346,why,1,CLAUDE,2,3,2
jedit,4346,why,1,GPT,1,4,1
jedit,4346,how,0,QWEN,4,1,4
jedit,4346,how,0,CLAUDE,2,2,3
jedit,4346,how,0,MISTRAL,3,3,2
jedit,4346,how,0,GPT,1,4,1
jedit,4346,how,1,QWEN,1,1,4
jedit,4346,how,1,MISTRAL,2,2,3
jedit,4346,how,1,GPT,4,3,2
jedit,4346,how,1,CLAUDE,3,4,1
jedit,4441,accuracy,0,CLAUDE,3,1,4
jedit,4441,accuracy,0,QWEN,2,2,3
jedit,4441,accuracy,0,MISTRAL,4,3,2
jedit,4441,accuracy,0,GPT,1,4,1
jedit,4441,accuracy,1,GPT,4,1,4
jedit,4441,accuracy,1,CLAUDE,2,2,3
jedit,4441,accuracy,1,QWEN,3,3,2
jedit,4441,accuracy,1,MISTRAL,1,4,1
jedit,4441,content,0,GPT,2,1,4
jedit,4441,content,0,CLAUDE,4,2,3
jedit,4441,content,0,QWEN,3,3,2
jedit,4441,content,0,MISTRAL,1,4,1
jedit,4441,content,1,GPT,3,1,4
jedit,4441,content,1,QWEN,2,2,3
jedit,4441,content,1,MISTRAL,4,3,2
jedit,4441,content,1,CLAUDE,1,4,1
jedit,4441,conciseness,0,MISTRAL,4,1,4
jedit,4441,conciseness,0,QWEN,3,2,3
jedit,4441,conciseness,0,CLAUDE,2,3,2
jedit,4441,conciseness,0,GPT,1,4,1
jedit,4441,conciseness,1,GPT,4,1,4
jedit,4441,conciseness,1,CLAUDE,3,2,3
jedit,4441,conciseness,1,QWEN,2,3,2
jedit,4441,conciseness,1,MISTRAL,1,4,1
jedit,4441,what,0,QWEN,3,1,4
jedit,4441,what,0,CLAUDE,4,2,3
jedit,4441,what,0,MISTRAL,2,3,2
jedit,4441,what,0,GPT,1,4,1
jedit,4441,what,1,GPT,4,1,4
jedit,4441,what,1,QWEN,2,2,3
jedit,4441,what,1,MISTRAL,3,3,2
jedit,4441,what,1,CLAUDE,1,4,1
jedit,4441,why,0,QWEN,3,1,4
jedit,4441,why,0,CLAUDE,2,2,3
jedit,4441,why,0,GPT,1,3,2
jedit,4441,why,0,MISTRAL,4,4,1
jedit,4441,why,1,GPT,4,1,4
jedit,4441,why,1,CLAUDE,3,2,3
jedit,4441,why,1,QWEN,2,3,2
jedit,4441,why,1,MISTRAL,1,4,1
jedit,4441,how,0,QWEN,3,1,4
jedit,4441,how,0,CLAUDE,2,2,3
jedit,4441,how,0,GPT,1,3,2
jedit,4441,how,0,MISTRAL,4,4,1
jedit,4441,how,1,GPT,4,1,4
jedit,4441,how,1,CLAUDE,3,2,3
jedit,4441,how,1,QWEN,2,3,2
jedit,4441,how,1,MISTRAL,1,4,1
jedit,4557,accuracy,0,MISTRAL,4,1,4
jedit,4557,accuracy,0,CLAUDE,2,2,3
jedit,4557,accuracy,0,QWEN,3,3,2
jedit,4557,accuracy,0,GPT,1,4,1
jedit,4557,accuracy,1,QWEN,2,1,4
jedit,4557,accuracy,1,GPT,4,2,3
jedit,4557,accuracy,1,CLAUDE,3,3,2
jedit,4557,accuracy,1,MISTRAL,1,4,1
jedit,4557,content,0,QWEN,2,1,4
jedit,4557,content,0,MISTRAL,4,2,3
jedit,4557,content,0,GPT,1,3,2
jedit,4557,content,0,CLAUDE,3,4,1
jedit,4557,content,1,CLAUDE,2,1,4
jedit,4557,content,1,GPT,4,2,3
jedit,4557,content,1,MISTRAL,1,3,2
jedit,4557,content,1,QWEN,3,4,1
jedit,4557,conciseness,0,MISTRAL,3,1,4
jedit,4557,conciseness,0,GPT,1,2,3
jedit,4557,conciseness,0,QWEN,4,3,2
jedit,4557,conciseness,0,CLAUDE,2,4,1
jedit,4557,conciseness,1,GPT,4,1,4
jedit,4557,conciseness,1,CLAUDE,3,2,3
jedit,4557,conciseness,1,MISTRAL,2,3,2
jedit,4557,conciseness,1,QWEN,1,4,1
jedit,4557,what,0,CLAUDE,2,1,4
jedit,4557,what,0,GPT,1,2,3
jedit,4557,what,0,MISTRAL,3,3,2
jedit,4557,what,0,QWEN,4,4,1
jedit,4557,what,1,CLAUDE,3,1,4
jedit,4557,what,1,GPT,4,2,3
jedit,4557,what,1,QWEN,1,3,2
jedit,4557,what,1,MISTRAL,2,4,1
jedit,4557,why,0,QWEN,1,1,4
jedit,4557,why,0,GPT,4,2,3
jedit,4557,why,0,CLAUDE,3,3,2
jedit,4557,why,0,MISTRAL,2,4,1
jedit,4557,why,1,QWEN,4,1,4
jedit,4557,why,1,GPT,1,2,3
jedit,4557,why,1,CLAUDE,2,3,2
jedit,4557,why,1,MISTRAL,3,4,1
jedit,4557,how,0,CLAUDE,4,1,4
jedit,4557,how,0,MISTRAL,1,2,3
jedit,4557,how,0,GPT,2,3,2
jedit,4557,how,0,QWEN,3,4,1
jedit,4557,how,1,MISTRAL,4,1,4
jedit,4557,how,1,CLAUDE,1,2,3
jedit,4557,how,1,GPT,3,3,2
jedit,4557,how,1,QWEN,2,4,1
jedit,4558,accuracy,0,CLAUDE,3,1,4
jedit,4558,accuracy,0,GPT,2,2,3
jedit,4558,accuracy,0,MISTRAL,4,3,2
jedit,4558,accuracy,0,QWEN,1,4,1
jedit,4558,accuracy,1,CLAUDE,2,1,4
jedit,4558,accuracy,1,GPT,3,2,3
jedit,4558,accuracy,1,QWEN,4,3,2
jedit,4558,accuracy,1,MISTRAL,1,4,1
jedit,4558,content,0,CLAUDE,2,1,4
jedit,4558,content,0,GPT,1,2,3
jedit,4558,content,0,QWEN,3,3,2
jedit,4558,content,0,MISTRAL,4,4,1
jedit,4558,content,1,GPT,4,1,4
jedit,4558,content,1,CLAUDE,3,2,3
jedit,4558,content,1,QWEN,2,3,2
jedit,4558,content,1,MISTRAL,1,4,1
jedit,4558,conciseness,0,GPT,3,1,4
jedit,4558,conciseness,0,CLAUDE,4,2,3
jedit,4558,conciseness,0,MISTRAL,1,3,2
jedit,4558,conciseness,0,QWEN,2,4,1
jedit,4558,conciseness,1,MISTRAL,4,1,4
jedit,4558,conciseness,1,GPT,2,2,3
jedit,4558,conciseness,1,QWEN,3,3,2
jedit,4558,conciseness,1,CLAUDE,1,4,1
jedit,4558,what,0,QWEN,1,1,4
jedit,4558,what,0,GPT,3,2,3
jedit,4558,what,0,CLAUDE,2,3,2
jedit,4558,what,0,MISTRAL,4,4,1
jedit,4558,what,1,CLAUDE,3,1,4
jedit,4558,what,1,GPT,2,2,3
jedit,4558,what,1,QWEN,4,3,2
jedit,4558,what,1,MISTRAL,1,4,1
jedit,4558,why,0,GPT,4,1,4
jedit,4558,why,0,QWEN,2,2,3
jedit,4558,why,0,CLAUDE,1,3,2
jedit,4558,why,0,MISTRAL,3,4,1
jedit,4558,why,1,CLAUDE,4,1,4
jedit,4558,why,1,GPT,1,2,3
jedit,4558,why,1,MISTRAL,2,3,2
jedit,4558,why,1,QWEN,3,4,1
jedit,4558,how,0,GPT,2,1,4
jedit,4558,how,0,CLAUDE,4,2,3
jedit,4558,how,0,MISTRAL,1,3,2
jedit,4558,how,0,QWEN,3,4,1
jedit,4558,how,1,GPT,3,1,4
jedit,4558,how,1,QWEN,2,2,3
jedit,4558,how,1,CLAUDE,1,3,2
jedit,4558,how,1,MISTRAL,4,4,1
jedit,4559,accuracy,0,GPT,2,1,4
jedit,4559,accuracy,0,QWEN,3,2,3
jedit,4559,accuracy,0,CLAUDE,1,3,2
jedit,4559,accuracy,0,MISTRAL,4,4,1
jedit,4559,accuracy,1,CLAUDE,4,1,4
jedit,4559,accuracy,1,QWEN,2,2,3
jedit,4559,accuracy,1,GPT,3,3,2
jedit,4559,accuracy,1,MISTRAL,1,4,1
jedit,4559,content,0,GPT,2,1,4
jedit,4559,content,0,QWEN,4,2,3
jedit,4559,content,0,CLAUDE,1,3,2
jedit,4559,content,0,MISTRAL,3,4,1
jedit,4559,content,1,CLAUDE,4,1,4
jedit,4559,content,1,GPT,3,2,3
jedit,4559,content,1,QWEN,1,3,2
jedit,4559,content,1,MISTRAL,2,4,1
jedit,4559,conciseness,0,MISTRAL,3,1,4
jedit,4559,conciseness,0,QWEN,4,2,3
jedit,4559,conciseness,0,GPT,2,3,2
jedit,4559,conciseness,0,CLAUDE,1,4,1
jedit,4559,conciseness,1,GPT,3,1,4
jedit,4559,conciseness,1,CLAUDE,4,2,3
jedit,4559,conciseness,1,MISTRAL,2,3,2
jedit,4559,conciseness,1,QWEN,1,4,1
jedit,4559,what,0,CLAUDE,3,1,4
jedit,4559,what,0,GPT,2,2,3
jedit,4559,what,0,QWEN,1,3,2
jedit,4559,what,0,MISTRAL,4,4,1
jedit,4559,what,1,CLAUDE,2,1,4
jedit,4559,what,1,GPT,3,2,3
jedit,4559,what,1,QWEN,4,3,2
jedit,4559,what,1,MISTRAL,1,4,1
jedit,4559,why,0,GPT,3,1,4
jedit,4559,why,0,QWEN,1,2,3
jedit,4559,why,0,CLAUDE,4,3,2
jedit,4559,why,0,MISTRAL,2,4,1
jedit,4559,why,1,GPT,2,1,4
jedit,4559,why,1,QWEN,4,2,3
jedit,4559,why,1,CLAUDE,1,3,2
jedit,4559,why,1,MISTRAL,3,4,1
jedit,4559,how,0,QWEN,4,1,4
jedit,4559,how,0,GPT,3,2,3
jedit,4559,how,0,MISTRAL,2,3,2
jedit,4559,how,0,CLAUDE,1,4,1
jedit,4559,how,1,GPT,2,1,4
jedit,4559,how,1,QWEN,1,2,3
jedit,4559,how,1,CLAUDE,4,3,2
jedit,4559,how,1,MISTRAL,3,4,1
jedit,4577,accuracy,0,GPT,3,1,4
jedit,4577,accuracy,0,CLAUDE,2,2,3
jedit,4577,accuracy,0,QWEN,1,3,2
jedit,4577,accuracy,0,MISTRAL,4,4,1
jedit,4577,accuracy,1,GPT,2,1,4
jedit,4577,accuracy,1,MISTRAL,1,2,3
jedit,4577,accuracy,1,QWEN,4,3,2
jedit,4577,accuracy,1,CLAUDE,3,4,1
jedit,4577,content,0,GPT,4,1,4
jedit,4577,content,0,CLAUDE,1,2,3
jedit,4577,content,0,QWEN,2,3,2
jedit,4577,content,0,MISTRAL,3,4,1
jedit,4577,content,1,CLAUDE,4,1,4
jedit,4577,content,1,GPT,1,2,3
jedit,4577,content,1,QWEN,3,3,2
jedit,4577,content,1,MISTRAL,2,4,1
jedit,4577,conciseness,0,GPT,2,1,4
jedit,4577,conciseness,0,CLAUDE,4,2,3
jedit,4577,conciseness,0,MISTRAL,3,3,2
jedit,4577,conciseness,0,QWEN,1,4,1
jedit,4577,conciseness,1,GPT,3,1,4
jedit,4577,conciseness,1,MISTRAL,2,2,3
jedit,4577,conciseness,1,CLAUDE,1,3,2
jedit,4577,conciseness,1,QWEN,4,4,1
jedit,4577,what,0,CLAUDE,4,1,4
jedit,4577,what,0,QWEN,1,2,3
jedit,4577,what,0,GPT,2,3,2
jedit,4577,what,0,MISTRAL,3,4,1
jedit,4577,what,1,CLAUDE,1,1,4
jedit,4577,what,1,GPT,3,2,3
jedit,4577,what,1,QWEN,4,3,2
jedit,4577,what,1,MISTRAL,2,4,1
jedit,4577,why,0,CLAUDE,4,1,4
jedit,4577,why,0,QWEN,1,2,3
jedit,4577,why,0,GPT,3,3,2
jedit,4577,why,0,MISTRAL,2,4,1
jedit,4577,why,1,GPT,2,1,4
jedit,4577,why,1,CLAUDE,1,2,3
jedit,4577,why,1,QWEN,4,3,2
jedit,4577,why,1,MISTRAL,3,4,1
jedit,4577,how,0,GPT,3,1,4
jedit,4577,how,0,CLAUDE,1,2,3
jedit,4577,how,0,MISTRAL,2,3,2
jedit,4577,how,0,QWEN,4,4,1
jedit,4577,how,1,GPT,2,1,4
jedit,4577,how,1,QWEN,1,2,3
jedit,4577,how,1,CLAUDE,4,3,2
jedit,4577,how,1,MISTRAL,3,4,1
jedit,4580,accuracy,0,GPT,4,1,4
jedit,4580,accuracy,0,CLAUDE,1,2,3
jedit,4580,accuracy,0,MISTRAL,2,3,2
jedit,4580,accuracy,0,QWEN,3,4,1
jedit,4580,accuracy,1,CLAUDE,4,1,4
jedit,4580,accuracy,1,GPT,1,2,3
jedit,4580,accuracy,1,QWEN,2,3,2
jedit,4580,accuracy,1,MISTRAL,3,4,1
jedit,4580,content,0,CLAUDE,2,1,4
jedit,4580,content,0,GPT,3,2,3
jedit,4580,content,0,QWEN,4,3,2
jedit,4580,content,0,MISTRAL,1,4,1
jedit,4580,content,1,CLAUDE,3,1,4
jedit,4580,content,1,GPT,2,2,3
jedit,4580,content,1,MISTRAL,4,3,2
jedit,4580,content,1,QWEN,1,4,1
jedit,4580,conciseness,0,QWEN,4,1,4
jedit,4580,conciseness,0,CLAUDE,2,2,3
jedit,4580,conciseness,0,MISTRAL,1,3,2
jedit,4580,conciseness,0,GPT,3,4,1
jedit,4580,conciseness,1,CLAUDE,3,1,4
jedit,4580,conciseness,1,MISTRAL,4,2,3
jedit,4580,conciseness,1,QWEN,1,3,2
jedit,4580,conciseness,1,GPT,2,4,1
jedit,4580,what,0,CLAUDE,3,1,4
jedit,4580,what,0,QWEN,2,2,3
jedit,4580,what,0,MISTRAL,4,3,2
jedit,4580,what,0,GPT,1,4,1
jedit,4580,what,1,CLAUDE,2,1,4
jedit,4580,what,1,MISTRAL,1,2,3
jedit,4580,what,1,QWEN,3,3,2
jedit,4580,what,1,GPT,4,4,1
jedit,4580,why,0,CLAUDE,4,1,4
jedit,4580,why,0,GPT,2,2,3
jedit,4580,why,0,QWEN,1,3,2
jedit,4580,why,0,MISTRAL,3,4,1
jedit,4580,why,1,CLAUDE,1,1,4
jedit,4580,why,1,MISTRAL,2,2,3
jedit,4580,why,1,QWEN,4,3,2
jedit,4580,why,1,GPT,3,4,1
jedit,4580,how,0,GPT,2,1,4
jedit,4580,how,0,CLAUDE,3,2,3
jedit,4580,how,0,QWEN,1,3,2
jedit,4580,how,0,MISTRAL,4,4,1
jedit,4580,how,1,GPT,3,1,4
jedit,4580,how,1,CLAUDE,2,2,3
jedit,4580,how,1,MISTRAL,1,3,2
jedit,4580,how,1,QWEN,4,4,1
jedit,4583,accuracy,0,QWEN,1,1,4
jedit,4583,accuracy,0,GPT,3,2,3
jedit,4583,accuracy,0,MISTRAL,2,3,2
jedit,4583,accuracy,0,CLAUDE,4,4,1
jedit,4583,accuracy,1,MISTRAL,3,1,4
jedit,4583,accuracy,1,GPT,2,2,3
jedit,4583,accuracy,1,QWEN,4,3,2
jedit,4583,accuracy,1,CLAUDE,1,4,1
jedit,4583,content,0,QWEN,3,1,4
jedit,4583,content,0,MISTRAL,2,2,3
jedit,4583,content,0,GPT,1,3,2
jedit,4583,content,0,CLAUDE,4,4,1
jedit,4583,content,1,QWEN,2,1,4
jedit,4583,content,1,MISTRAL,3,2,3
jedit,4583,content,1,GPT,4,3,2
jedit,4583,content,1,CLAUDE,1,4,1
jedit,4583,conciseness,0,MISTRAL,4,1,4
jedit,4583,conciseness,0,QWEN,2,2,3
jedit,4583,conciseness,0,GPT,3,3,2
jedit,4583,conciseness,0,CLAUDE,1,4,1
jedit,4583,conciseness,1,GPT,2,1,4
jedit,4583,conciseness,1,MISTRAL,1,2,3
jedit,4583,conciseness,1,QWEN,3,3,2
jedit,4583,conciseness,1,CLAUDE,4,4,1
jedit,4583,what,0,QWEN,2,1,4
jedit,4583,what,0,GPT,1,2,3
jedit,4583,what,0,MISTRAL,4,3,2
jedit,4583,what,0,CLAUDE,3,4,1
jedit,4583,what,1,MISTRAL,1,1,4
jedit,4583,what,1,QWEN,3,2,3
jedit,4583,what,1,GPT,4,3,2
jedit,4583,what,1,CLAUDE,2,4,1
jedit,4583,why,0,QWEN,2,1,4
jedit,4583,why,0,MISTRAL,1,2,3
jedit,4583,why,0,GPT,4,3,2
jedit,4583,why,0,CLAUDE,3,4,1
jedit,4583,why,1,QWEN,3,1,4
jedit,4583,why,1,GPT,1,2,3
jedit,4583,why,1,MISTRAL,4,3,2
jedit,4583,why,1,CLAUDE,2,4,1
jedit,4583,how,0,QWEN,2,1,4
jedit,4583,how,0,MISTRAL,1,2,3
jedit,4583,how,0,GPT,4,3,2
jedit,4583,how,0,CLAUDE,3,4,1
jedit,4583,how,1,QWEN,3,1,4
jedit,4583,how,1,GPT,1,2,3
jedit,4583,how,1,MISTRAL,4,3,2
jedit,4583,how,1,CLAUDE,2,4,1
jedit,4584,accuracy,0,QWEN,1,1,4
jedit,4584,accuracy,0,MISTRAL,4,2,3
jedit,4584,accuracy,0,GPT,3,3,2
jedit,4584,accuracy,0,CLAUDE,2,4,1
jedit,4584,accuracy,1,MISTRAL,1,1,4
jedit,4584,accuracy,1,GPT,2,2,3
jedit,4584,accuracy,1,QWEN,4,3,2
jedit,4584,accuracy,1,CLAUDE,3,4,1
jedit,4584,content,0,MISTRAL,1,1,4
jedit,4584,content,0,GPT,4,2,3
jedit,4584,content,0,QWEN,3,3,2
jedit,4584,content,0,CLAUDE,2,4,1
jedit,4584,content,1,QWEN,2,1,4
jedit,4584,content,1,MISTRAL,4,2,3
jedit,4584,content,1,GPT,1,3,2
jedit,4584,content,1,CLAUDE,3,4,1
jedit,4584,conciseness,0,MISTRAL,3,1,4
jedit,4584,conciseness,0,QWEN,2,2,3
jedit,4584,conciseness,0,GPT,4,3,2
jedit,4584,conciseness,0,CLAUDE,1,4,1
jedit,4584,conciseness,1,MISTRAL,2,1,4
jedit,4584,conciseness,1,QWEN,3,2,3
jedit,4584,conciseness,1,GPT,1,3,2
jedit,4584,conciseness,1,CLAUDE,4,4,1
jedit,4584,what,0,MISTRAL,2,1,4
jedit,4584,what,0,GPT,1,2,3
jedit,4584,what,0,QWEN,4,3,2
jedit,4584,what,0,CLAUDE,3,4,1
jedit,4584,what,1,QWEN,1,1,4
jedit,4584,what,1,GPT,4,2,3
jedit,4584,what,1,MISTRAL,3,3,2
jedit,4584,what,1,CLAUDE,2,4,1
jedit,4584,why,0,GPT,2,1,4
jedit,4584,why,0,QWEN,3,2,3
jedit,4584,why,0,MISTRAL,4,3,2
jedit,4584,why,0,CLAUDE,1,4,1
jedit,4584,why,1,MISTRAL,1,1,4
jedit,4584,why,1,QWEN,2,2,3
jedit,4584,why,1,GPT,3,3,2
jedit,4584,why,1,CLAUDE,4,4,1
jedit,4584,how,0,MISTRAL,2,1,4
jedit,4584,how,0,QWEN,3,2,3
jedit,4584,how,0,GPT,4,3,2
jedit,4584,how,0,CLAUDE,1,4,1
jedit,4584,how,1,QWEN,2,1,4
jedit,4584,how,1,GPT,1,2,3
jedit,4584,how,1,MISTRAL,3,3,2
jedit,4584,how,1,CLAUDE,4,4,1
jedit,4587,accuracy,0,CLAUDE,4,1,4
jedit,4587,accuracy,0,MISTRAL,2,2,3
jedit,4587,accuracy,0,GPT,1,3,2
jedit,4587,accuracy,0,QWEN,3,4,1
jedit,4587,accuracy,1,CLAUDE,1,1,4
jedit,4587,accuracy,1,GPT,4,2,3
jedit,4587,accuracy,1,MISTRAL,3,3,2
jedit,4587,accuracy,1,QWEN,2,4,1
jedit,4587,content,0,CLAUDE,3,1,4
jedit,4587,content,0,GPT,2,2,3
jedit,4587,content,0,MISTRAL,4,3,2
jedit,4587,content,0,QWEN,1,4,1
jedit,4587,content,1,CLAUDE,2,1,4
jedit,4587,content,1,GPT,3,2,3
jedit,4587,content,1,MISTRAL,1,3,2
jedit,4587,content,1,QWEN,4,4,1
jedit,4587,conciseness,0,GPT,4,1,4
jedit,4587,conciseness,0,MISTRAL,3,2,3
jedit,4587,conciseness,0,QWEN,2,3,2
jedit,4587,conciseness,0,CLAUDE,1,4,1
jedit,4587,conciseness,1,CLAUDE,4,1,4
jedit,4587,conciseness,1,GPT,1,2,3
jedit,4587,conciseness,1,MISTRAL,2,3,2
jedit,4587,conciseness,1,QWEN,3,4,1
jedit,4587,what,0,GPT,2,1,4
jedit,4587,what,0,CLAUDE,3,2,3
jedit,4587,what,0,MISTRAL,4,3,2
jedit,4587,what,0,QWEN,1,4,1
jedit,4587,what,1,GPT,3,1,4
jedit,4587,what,1,CLAUDE,2,2,3
jedit,4587,what,1,MISTRAL,1,3,2
jedit,4587,what,1,QWEN,4,4,1
jedit,4587,why,0,GPT,2,1,4
jedit,4587,why,0,MISTRAL,1,2,3
jedit,4587,why,0,QWEN,4,3,2
jedit,4587,why,0,CLAUDE,3,4,1
jedit,4587,why,1,GPT,3,1,4
jedit,4587,why,1,MISTRAL,4,2,3
jedit,4587,why,1,CLAUDE,2,3,2
jedit,4587,why,1,QWEN,1,4,1
jedit,4587,how,0,CLAUDE,2,1,4
jedit,4587,how,0,GPT,4,2,3
jedit,4587,how,0,MISTRAL,1,3,2
jedit,4587,how,0,QWEN,3,4,1
jedit,4587,how,1,GPT,1,1,4
jedit,4587,how,1,CLAUDE,3,2,3
jedit,4587,how,1,MISTRAL,4,3,2
jedit,4587,how,1,QWEN,2,4,1
jedit,4600,accuracy,0,CLAUDE,4,1,4
jedit,4600,accuracy,0,QWEN,2,2,3
jedit,4600,accuracy,0,GPT,1,3,2
jedit,4600,accuracy,0,MISTRAL,3,4,1
jedit,4600,accuracy,1,MISTRAL,2,1,4
jedit,4600,accuracy,1,QWEN,3,2,3
jedit,4600,accuracy,1,GPT,4,3,2
jedit,4600,accuracy,1,CLAUDE,1,4,1
jedit,4600,content,0,CLAUDE,4,1,4
jedit,4600,content,0,QWEN,2,2,3
jedit,4600,content,0,GPT,1,3,2
jedit,4600,content,0,MISTRAL,3,4,1
jedit,4600,content,1,CLAUDE,1,1,4
jedit,4600,content,1,GPT,4,2,3
jedit,4600,content,1,MISTRAL,2,3,2
jedit,4600,content,1,QWEN,3,4,1
jedit,4600,conciseness,0,CLAUDE,3,1,4
jedit,4600,conciseness,0,GPT,4,2,3
jedit,4600,conciseness,0,QWEN,2,3,2
jedit,4600,conciseness,0,MISTRAL,1,4,1
jedit,4600,conciseness,1,CLAUDE,2,1,4
jedit,4600,conciseness,1,QWEN,3,2,3
jedit,4600,conciseness,1,MISTRAL,4,3,2
jedit,4600,conciseness,1,GPT,1,4,1
