project,method_name,class_name,gt_summary,llm_summary,cosine_similarity,bert_precision,bert_recall,bert_f1
jtopas,getBlockComment,AbstractTokenizerProperties,"This method gets the block comment and returns a TokenizerProperty. That TokenizerProperty is used by methods that blocks the comment exists and that gets the block comment companion. GetBlockComment() seems far more important than average because it is called by 3 methods. The method can be used in an assignment statement ; for example: ""return getBlockComment(start) != null;"".","Returns the `TokenizerProperty` associated with a block comment that begins with the specified start sequence, intended for use when retrieving comment token metadata by its opening delimiter.",0.30686937471535913,0.8538264,0.8420325,0.8478884
jtopas,getSpecialSequence,AbstractTokenizerProperties,"This method gets the special sequence and returns a TokenizerProperty. That TokenizerProperty is used by methods that gets the special sequence companion and that gets the special sequence exists. GetSpecialSequence() seems far more important than average because it is called by 3 methods. The method can be used in an assignment statement ; for example: ""return getSpecialSequence(specSeq) != null;"".","Retrieves the `TokenizerProperty` associated with a given special sequence, returning the property object that can be used for further inspection or assignment.",0.3456765592658113,0.8678061,0.83793795,0.8526105
jtopas,getKeyword,AbstractTokenizerProperties,"This method gets the EQUIV[keyword string and returns a TokenizerProperty. That TokenizerProperty is used by methods that gets the keyword exists and that removes the EQUIV[keyword string. GetKeyword() seems far more important than average because it is called by 3 methods. The method can be used in an assignment statement ; for example: ""return getKeyword(keyword) != null;"".","Retrieves a `TokenizerProperty` associated with the specified keyword, returning the property object for assignment or further inspection. Typically called when looking up keyword definitions within the tokenizer's property registry.",0.24691109755572832,0.8646829,0.83071357,0.847358
jtopas,getPattern,AbstractTokenizerProperties,"This method gets the EQUIV[pattern string - and returns a TokenizerProperty. That TokenizerProperty is used by methods that gets the pattern companion and that patterns the exists. GetPattern() seems far more important than average because it is called by 3 methods. The method can be used in an assignment statement ; for example: ""return getPattern(pattern) != null;"".",Returns the `TokenizerProperty` associated with the given pattern by looking it up in the tokenizer's property store. Used in assignment contexts where the retrieved property is needed for further processing or validation.,0.33625341085436855,0.86012715,0.83163667,0.845642
jtopas,removeProperty,AbstractTokenizerProperties,"This method removes the EQUIV[property tokenizer property. Return data is used by some methods that removes the EQUIV[keyword string. Return data is used by some methods that removes the EQUIV[line comment string - (NM). RemoveProperty() seems far more important than average because it is called by 6 methods. The method can be used in a procedural statement ; for example: ""removeProperty(prop);"".","Removes a property from the tokenizer's property collection, typically called to unregister or clean up a previously added tokenizer property configuration.",0.1769594205248331,0.84697896,0.8103324,0.82825047
jtopas,checkArgument,AbstractTokenizerProperties,"This method checks the argument. Return data is used by a method that gets the block comment. Return data is used by a method that gets the special sequence. CheckArgument() seems far more important than average because it is called by 7 methods. The method can be used in a procedural statement ; for example: ""checkArgument(pattern,""Pattern"");"".","Validates that a given argument meets expected conditions, throwing an appropriate exception if the check fails. Commonly used as a precondition guard throughout the class to enforce input constraints before processing tokenizer operations.",0.13580626545634253,0.8406038,0.83160704,0.83608115
jtopas,getType,TokenizerProperty,"This method gets the type and returns an int. That int is used by methods that adds the EQUIV[property tokenizer property and that equals the object. GetType() seems far more important than average because it is called by 8 methods. The method can be used in a procedural statement ; for example: ""switch (property.getType()) {"".","Returns the integer type identifier of this tokenizer property, used to distinguish between different token classifications during lexical scanning.",0.19059481927529398,0.85429317,0.82563615,0.83972025
jtopas,setFlags,TokenizerProperty,This method sets the flags. SetFlags() seems far more important than average because it is not called by any methods.,"Sets the flags on the `TokenizerProperty`, overwriting any previously assigned flag values with the provided integer bitmask.",0.17313877147764095,0.84929323,0.865977,0.85755396
jtopas,getFlagMask,TokenizerProperty,"This method gets the flag mask and returns an int. That int is used by some methods that contains the EQUIV[flag int. GetFlagMask() seems far more important than average because it is called by 1 method. The method can be used in a procedural statement ; for example: ""return (getFlagMask() & flag) == flag;"".","Returns the bitmask used to validate or check individual flags, typically used in bitwise AND operations to determine whether a specific flag is set.",0.2029130390988963,0.8565891,0.8280438,0.84207463
jtopas,getImages,TokenizerProperty,"This method gets the images and returns a String[]. That String[] is used by methods that starts the sequence store (P) (NM) (NM) and that searches the EQUIV[string string. GetImages() seems far more important than average because it is called by 10 methods. The method can be used in an assignment statement ; for example: ""String img=prop.getImages()[0];"".","Returns the string images (representations) associated with this tokenizer property, used when accessing specific token patterns such as retrieving the first image's length as shown in typical usage.",0.1984518869791557,0.8508218,0.82208645,0.8362073
jtopas,getCompanion,TokenizerProperty,"This method gets the companion and returns an Object. That Object is used by methods that equals the object and that gets the token. GetCompanion() seems far more important than average because it is called by 9 methods. The method can be used in a procedural statement ; for example: ""if (getType() == thatProp.getType() && getCompanion() == thatProp.getCompanion() && getFlags() == thatProp.getFlags()) {"".","Returns the companion object associated with this tokenizer property. Typically used to retrieve metadata or contextual data linked to a token, as seen when casting the result to a `TokenizerProperty` instance.",0.15617864040799626,0.85331,0.82199645,0.8373606
jtopas,startsWithSequenceCommentOrString,SequenceStore,"This method starts the sequence store (P) (NM) (NM) and returns a TokenizerProperty. That TokenizerProperty is used by methods that starts the standard tokenizer properties (P) (NM) (NM) and that is the keyword. StartsWithSequenceCommentOrString() seems far more important than average because it is called by 2 methods. The method can be used in a procedural statement ; for example: ""return startsWithSequenceCommentOrString(dataProvider);"".","Checks whether the current position in the provided data source begins with a sequence-based comment or string token, returning the matching `TokenizerProperty` if found or `null` otherwise. Typically called during tokenization to identify and classify sequence-delimited constructs at the current read position.",0.17460068871167586,0.84035015,0.82792854,0.8340931
jtopas,searchString,SequenceStore,"This method searches the EQUIV[string string and returns a TokenizerProperty. That TokenizerProperty is used by methods that removes the special sequence and that gets the special sequence. SearchString() seems far more important than average because it is called by 2 methods. The method can be used in a procedural statement ; for example: ""return searchString(image,false);"".","Searches for a string token matching the given image within the sequence store, returning the corresponding `TokenizerProperty` if found. Used procedurally to look up string-type tokens, with an overload that defaults the search behavior as shown in the typical call pattern `return searchString(image, true)`.",0.35886831456272955,0.8694162,0.86119926,0.8652882
jtopas,compare,SequenceStore,This method compares the char and returns an int. Compare() seems far more important than average because it is not called by any methods.,"Compares two image values within the sequence store, returning an integer result indicating their relative ordering or equality. Used in assignment contexts where the comparison result is stored, such as evaluating positional relationships between images in a sequence.",0.08367958534512819,0.853115,0.86254334,0.8578032
jtopas,getCharAt,DataProvider,"This method gets the char int - and returns a char. That char is used by methods that starts the sequence store (P) (NM) (NM) and that gets the char. GetCharAt() seems far more important than average because it is called by 5 methods. The method can be used in an assignment statement ; for example: ""char startChar=getStartChar(dataProvider.getCharAt(0));"".","Returns the character at a specified position within the data provider, used as a low-level data access method called by other data retrieval operations such as fetching a single character from a base data segment.",0.12173103644132319,0.8538084,0.82581925,0.8395806
jtopas,isFlagSet,AbstractTokenizer,This method is the flag set and returns a boolean. IsFlagSet() seems far more important than average because it is not called by any methods.,"Checks whether a specific tokenizer flag is currently set, returning a boolean result. Used internally to query the state of tokenizer configuration flags, such as determining whether simple whitespace handling is enabled.",0.15234644989399926,0.8554724,0.8617584,0.8586039
jtopas,setFlags,TokenizerProperty,This method sets the flags. SetFlags() seems far more important than average because it is not called by any methods.,"Sets the flags on the `TokenizerProperty`, replacing any previously stored flag values with the provided ones.",0.1784428924354493,0.8675366,0.8668455,0.86719084
jtopas,compare,SequenceStore,This method compares the char and returns an int. Compare() seems far more important than average because it is not called by any methods.,"Compares two character values and returns an integer result indicating their relative order. Used in sequence comparison operations where character-by-character evaluation is needed, as seen when comparing characters at corresponding positions in two image strings.",0.09979373399005056,0.8565845,0.86527956,0.8609101
nanoxml,getName,IXMLElement,"This method gets the name and returns a String. That String is used by methods that equals the EQUIV[XML element IXML element and that writes the (NM) xml. GetName() seems far more important than average because it is called by 10 methods. The method can be used in a procedural statement ; for example: ""if (!this.name.equals(elt.getName())) {"".",Returns the name of the XML element as a String.,0.363058899474051,0.9120623,0.81986463,0.8635095
nanoxml,getContent,IXMLElement,"This method gets the content and returns a String. That String is used by methods that writes the (NM) xml and that writes the (NM) xml. GetContent() seems far more important than average because it is called by 7 methods. The method can be used in an assignment statement ; for example: ""if (xml.getContent() != null) {"".",Returns the text content of the XML element as a String.,0.2961151068755414,0.89322996,0.82533395,0.85794073
nanoxml,setContent,IXMLElement,"This method sets the content. Return data is used by some methods that adds the PC data. Return data is used by some methods that ends the element. SetContent() seems far more important than average because it is called by 4 methods. The method can be used in a procedural statement ; for example: ""lastChild.setContent(lastChild.getContent() + child.getContent());"".","Sets the text content of the XML element, replacing any existing content with the provided string value.",0.18970676564410752,0.87465566,0.8284504,0.8509263
nanoxml,read,IXMLReader,"This method reads the IXML reader and returns a char. That char is used by methods that processes the element and that processes the doc type. Read() seems far more important than average because it is called by 7 methods. The method can be used in a procedural statement ; for example: ""if (!XMLUtil.checkLiteral(this.reader,""OCTYPE"")) {"".",Reads and returns a single character value from the XML input source.,0.14966366265594713,0.8845228,0.81200176,0.84671223
nanoxml,unread,IXMLReader,"This method handles the unread. Return data is used by a method that processes the entity. Return data is used by a method that processes the att list. Unread() seems far more important than average because it is called by 10 methods. The method can be used in a procedural statement ; for example: ""reader.unread(ch);"".","Pushes a previously read value back into the XML reader's input stream, allowing it to be read again on the next read operation.",0.10829326815268492,0.85356086,0.829094,0.84114957
nanoxml,getLineNr,IXMLReader,"This method gets the line nr and returns an int. That int is used by methods that scans the data and that opens the external entity. GetLineNr() seems far more important than average because it is called by 10 methods. The method can be used in a procedural statement ; for example: ""throw new XMLParseException(parentSystemID,xmlReader.getLineNr(),""Could not open external entity "" + ""at system ID: "" + systemID);"".",Returns the current line number in the XML document being read.,0.1862999886113945,0.8758791,0.79939926,0.83589345
nanoxml,getSystemID,IXMLReader,"This method gets the system ID and returns a String. That String is used by methods that scans the data and that opens the external entity. GetSystemID() seems far more important than average because it is called by 10 methods. The method can be used in an assignment statement ; for example: ""String parentSystemID=xmlReader.getSystemID();"".",Returns the system ID of the current XML resource being read.,0.19831472991690974,0.89208615,0.82449263,0.8569586
nanoxml,setParameterEntityResolver,IXMLValidator,"This method sets the parameter entity resolver. Return data is used by some methods that sets the parameter entity resolver. SetParameterEntityResolver() seems far more important than average because it is called by 1 method. The method can be used in a procedural statement ; for example: ""this.delegate.setParameterEntityResolver(resolver);"".","Sets the parameter entity resolver for the XML validator, which is used to resolve parameter entities encountered during XML validation.",0.3244242469102339,0.8767922,0.8434946,0.85982114
nanoxml,getParameterEntityResolver,IXMLValidator,"This method gets the parameter entity resolver and returns an IXMLEntityResolver. That IXMLEntityResolver is used by a method that gets the parameter entity resolver. GetParameterEntityResolver() seems far more important than average because it is called by 1 method. The method can be used in a procedural statement ; for example: ""return this.delegate.getParameterEntityResolver();"".",Returns the entity resolver used for parameter entities in the XML validator.,0.336857312446137,0.88508403,0.8334224,0.85847676
nanoxml,parseDTD,IXMLValidator,"This method parses the DTD. Return data is used by a method that parses the DTD. Return data is used by a method that processes the doc type. ParseDTD() seems far more important than average because it is called by 2 methods. The method can be used in a procedural statement ; for example: ""this.validator.parseDTD(publicID.toString(),this.reader,this.entityResolver,false);"".",Parses a DTD (Document Type Definition) to validate XML structure and constraints. This method is typically invoked as part of the XML validation process to process and interpret DTD declarations.,0.1985090195169393,0.86562383,0.83391786,0.8494751
nanoxml,elementStarted,IXMLValidator,"This method handles the element started. Return data is used by some methods that processes the element. Return data is used by some methods that handles the element started. ElementStarted() seems far more important than average because it is called by 2 methods. The method can be used in a procedural statement ; for example: ""this.validator.elementStarted(fullName,this.reader.getSystemID(),this.reader.getLineNr());"".","Signals to the validator that an XML element has started, allowing it to perform validation logic at the beginning of an element's parsing lifecycle.",0.18353055661786818,0.85840255,0.8178304,0.83762544
nanoxml,elementEnded,IXMLValidator,"This method handles the element ended. Return data is used by some methods that handles the element ended. Return data is used by some methods that processes the element. ElementEnded() seems far more important than average because it is called by 2 methods. The method can be used in a procedural statement ; for example: ""this.validator.elementEnded(name,this.reader.getSystemID(),this.reader.getLineNr());"".","Signals to the validator that an XML element has ended, allowing it to perform any necessary validation or state updates upon element closure.",0.15786178072017165,0.8521191,0.8155154,0.83341557
nanoxml,attributeAdded,IXMLValidator,"This method handles the attribute added. Return data is used by some methods that processes the attribute. Return data is used by some methods that handles the attribute added. AttributeAdded() seems far more important than average because it is called by 2 methods. The method can be used in a procedural statement ; for example: ""this.validator.attributeAdded(key,value,this.reader.getSystemID(),this.reader.getLineNr());"".",Handles the event triggered when an attribute is added to an XML element during validation processing.,0.1682417339401914,0.872419,0.8183446,0.8445171
nanoxml,elementAttributesProcessed,IXMLValidator,"This method handles the element attributes processed. Return data is used by some methods that handles the element attributes processed. Return data is used by some methods that processes the element. ElementAttributesProcessed() seems far more important than average because it is called by 2 methods. The method can be used in a procedural statement ; for example: ""this.validator.elementAttributesProcessed(fullName,extraAttributes,this.reader.getSystemID(),this.reader.getLineNr());"".","Signals that all attributes for the current XML element have been processed, serving as a notification hook within the XML validation lifecycle.",0.18329112686060867,0.85782355,0.8174053,0.83712685
nanoxml,PCDataAdded,IXMLValidator,"This method handles the data added. Return data is used by some methods that processes the element. Return data is used by some methods that processes the CDATA. PCDataAdded() seems far more important than average because it is called by 3 methods. The method can be used in a procedural statement ; for example: ""this.validator.PCDataAdded(this.reader.getSystemID(),this.reader.getLineNr());"".",Signals that parsed character data (PCDATA) has been added to the XML structure being validated.,0.13184768617636317,0.8597748,0.820108,0.8394731
nanoxml,startNewStream,StdXMLReader,This method starts the new stream. Return data is used by some methods that starts the new stream. Return data is used by some methods that starts the new stream. StartNewStream() seems far more important than average because it is called by 2 methods.,"Initiates a new XML input stream by wrapping the provided reader as the current parsing source. Used when switching the reader context mid-parse, such as when redirecting input from a string buffer.",0.18790987208441895,0.8432003,0.8464538,0.8448239
nanoxml,getFullName,XMLAttribute,This method gets the full name and returns a String. That String is used by methods that finds the attribute and that finds the attribute. GetFullName() seems far more important than average because it is called by 6 methods.,Returns the full name of the XML attribute as a String.,0.3284752391565101,0.9187941,0.85809046,0.8874054
nanoxml,getName,XMLAttribute,"This method gets the name and returns a String. That String is used by methods that finds the attribute and that finds the attribute. GetName() seems far more important than average because it is called by 6 methods. The method can be used in an assignment statement ; for example: ""boolean found=attr.getName().equals(name);"".",Returns the name of the XML attribute as a String.,0.32242069283096536,0.91746414,0.8297281,0.87139326
nanoxml,getNamespace,XMLAttribute,"This method gets the namespace and returns a String. That String is used by methods that finds the attribute and that finds the attribute. GetNamespace() seems far more important than average because it is called by 7 methods. The method can be used in a procedural statement ; for example: ""found&=(attr.getNamespace() == null);"".",Returns the namespace associated with this XML attribute as a String.,0.24292683606288074,0.88570815,0.8228464,0.8531209
nanoxml,getValue,XMLAttribute,"This method gets the value and returns a String. That String is used by methods that gets the attribute and that equals the EQUIV[XML element IXML element. GetValue() seems far more important than average because it is called by 8 methods. The method can be used in a procedural statement ; for example: ""if (!attr.getValue().equals(value)) {"".","Returns the value of the XML attribute as a String. Commonly used when retrieving attribute values from parsed XML elements, as seen in direct return statements like `return attr.getValue()`.",0.2411194355276638,0.8830627,0.8453901,0.86381584
nanoxml,getType,XMLAttribute,"This method gets the type and returns a String. That String is used by methods that gets the attribute type and that equals the EQUIV[XML element IXML element. GetType() seems far more important than average because it is called by 3 methods. The method can be used in a procedural statement ; for example: ""if (!attr.getType().equals(type)) {"".","Returns the type of the XML attribute as a String, typically used when inspecting or processing attribute metadata in XML parsing contexts.",0.2693442568563306,0.8676206,0.82521325,0.8458857
nanoxml,findAttribute,XMLElement,This method finds the attribute and returns a XMLAttribute. FindAttribute() seems far more important than average because it is not called by any methods.,"Searches for and returns an `XMLAttribute` by name within the current XML element. Typically used to retrieve a specific attribute for further inspection or modification, as seen in assignment contexts where the result is stored for subsequent use.",0.14473636904045512,0.8508568,0.87031007,0.86047345
nanoxml,equalsXMLElement,XMLElement,"This method equals the EQUIV[XML element IXML element and returns a boolean. That boolean is used by some methods that equals the object. EqualsXMLElement() seems far more important than average because it is called by 1 method. The method can be used in a procedural statement ; for example: ""return this.equalsXMLElement((IXMLElement)rawElement);"".",Compares this XML element to another object for equality by delegating to the `IXMLElement`-typed overload after casting the raw element. Used when checking structural or value-based equality between XML elements in a type-safe manner.,0.2262268094824724,0.8429512,0.82569623,0.8342345
nanoxml,finalize,XMLException,"This method finalizes the XML exception. Return data is used by some methods that finalizes the XML validation exception. Finalize() seems far more important than average because it is called by 1 method. The method can be used in a procedural statement ; for example: ""super.finalize();"".",Overrides the `finalize` method to perform cleanup operations on an `XMLException` instance before it is garbage collected.,0.19405744946202008,0.83748156,0.8392751,0.8383774
nanoxml,startNewStream,StdXMLReader,This method starts the new stream. Return data is used by some methods that starts the new stream. Return data is used by some methods that starts the new stream. StartNewStream() seems far more important than average because it is called by 2 methods.,"Initializes and begins processing a new XML input stream from the provided reader. Used internally to switch the parser's active stream context, as seen when called with a secondary reader and a false flag.",0.17672709996471472,0.85564184,0.85631573,0.85597867
siena-master,wrap,Json,"This method wraps the object and returns a Json. That Json is used by methods that removes the object and that puts the string. Wrap() seems far more important than average because it is called by 6 methods. The method can be used in a procedural statement ; for example: ""map.put(key,wrap(value));"".","Wraps a given value into a `Json` instance, enabling uniform handling of arbitrary objects within JSON structures. Commonly used when adding elements to JSON arrays or objects, as seen in list construction contexts.",0.1080208207756759,0.8605721,0.83847076,0.8493777
siena-master,get,Json,"This method gets the string and returns a Json. That Json is used by methods that sums the integer and that sums the real. Get() seems far more important than average because it is called by 5 methods. The method can be used in an assignment statement ; for example: ""value+=get(key).asDouble();"".",Retrieves a JSON value associated with the given key. Commonly used to extract nested values for operations like copying or transferring entries between JSON objects.,0.16514901429530193,0.8513398,0.8244658,0.8376874
siena-master,put,Json,"This method puts the string and returns a Json. That Json is used by methods that sums the real and that sums the integer. Put() seems far more important than average because it is called by 6 methods. The method can be used in a procedural statement ; for example: ""if (!containsKey(key)) put(key,value);"".","Stores a key-value pair into the JSON object, where the value is a generic `Object`, and returns the current `Json` instance to support method chaining.",0.32300563218597383,0.8467383,0.827003,0.83675426
siena-master,keys,Json,"This method keyses the json and returns a Set<String>. Keys() seems far more important than average because it is called by 4 methods. The method can be used in a procedural statement ; for example: ""for ( String key : other.keys()) {"".","Returns the set of keys present in the JSON object, typically used to iterate over or inspect the top-level fields of a `Json` instance.",0.2220146188026461,0.85272884,0.8298876,0.8411532
siena-master,containsKey,Json,"This method contains the EQUIV[key string and returns a boolean. That boolean is used by methods that sums the real and that sums the integer. ContainsKey() seems far more important than average because it is called by 3 methods. The method can be used in a procedural statement ; for example: ""if (!containsKey(key)) put(key,value);"".","Checks whether the JSON object contains a mapping for the specified key, returning `true` if the key exists. Typically used in conditional logic to verify key presence before accessing or modifying a value.",0.2853603177742814,0.85093176,0.82408404,0.83729273
siena-master,size,Json,"This method gets the size and returns an int. That int is used by some methods that is the empty. Size() seems far more important than average because it is called by 1 method. The method can be used in a procedural statement ; for example: ""return size() == 0;"".","Returns the number of elements in the JSON value's list, used conditionally to check bounds or validate collection size before performing index-based operations.",0.1736371568757274,0.84970534,0.83488417,0.84222955
siena-master,asString,Json,"This method nulls the (P) and returns a String. That String is used by some methods that strs the json. AsString() seems far more important than average because it is called by 1 method. The method can be used in a procedural statement ; for example: ""return asString();"".","Converts the JSON object to its string representation, intended for use as a simple serialization utility when a plain `String` form of the JSON data is needed.",0.20383301818807026,0.85249275,0.83832836,0.8453512
siena-master,asBoolean,Json,"This method nulls the (P) and returns a boolean. That boolean is used by some methods that bools the json. AsBoolean() seems far more important than average because it is called by 1 method. The method can be used in a procedural statement ; for example: ""return asBoolean();"".",Converts the current JSON value to a boolean primitive and returns it.,0.20992843608078215,0.87955236,0.8346965,0.8565375
siena-master,getPersistenceManager,Model,"This method gets the persistence manager and returns a PersistenceManager. That PersistenceManager is used by methods that updates the model and that gets the model. Return data is used by some methods that gets the model. Return data is used by some methods that updates the model. GetPersistenceManager() seems far more important than average because it is called by 4 methods. The method can be used in a procedural statement ; for example: ""getPersistenceManager().update(this);"".","Returns the `PersistenceManager` associated with this model, used to perform persistence operations such as retrieving or storing the current instance, as shown in `getPersistenceManager().get(this)`.",0.2463451354902518,0.8743528,0.85421455,0.8641664
siena-master,createQuery,PersistenceManager,This method creates the EQUIV[query base query data T and returns a Query<T>. CreateQuery() seems far more important than average because it is not called by any methods.,Creates and returns a typed `Query<T>` instance for executing database queries against the persistence layer. Intended for use within the `PersistenceManager` class to initialize query objects before applying filters or retrieving results.,0.19223712030316514,0.8492733,0.8521675,0.85071796
siena-master,get,PersistenceManager,"This method gets the object. Return data is used by some methods that gets the model. Get() seems far more important than average because it is called by 1 method. The method can be used in a procedural statement ; for example: ""getPersistenceManager().get(this);"".","Retrieves a value from persistent storage, serving as a core accessor method within the `PersistenceManager` class.",0.11142067133085123,0.8674369,0.8343981,0.8505968
siena-master,insert,PersistenceManager,"This method inserts the object. Return data is used by a method that inserts the model. Insert() seems far more important than average because it is called by 1 method. The method can be used in a procedural statement ; for example: ""getPersistenceManager().insert(this);"".",Inserts a value into the persistence store managed by this class. This method serves as the core write operation for persisting data within the `PersistenceManager`.,0.3366954859989004,0.87617064,0.85213745,0.8639869
siena-master,get,PersistenceManagerFactory,This method gets the class and returns a PersistenceManager. Get() seems far more important than average because it is not called by any methods.,"Returns a `PersistenceManager` instance for the given class by delegating to the singleton instance of `PersistenceManagerFactory`, typically used to retrieve a persistence manager associated with a specific class type.",0.14632057914534327,0.8638126,0.87151885,0.8676486
siena-master,filter,Query,"This method filters the string and returns a Query<T>. That Query<T> is used by some methods that processes the document. Filter() seems far more important than average because it is called by 1 method. The method can be used in a procedural statement ; for example: ""if (""filter"".equals(name)) {"".","Filters the query results based on a specified value, returning a modified `Query<T>` instance with the filter applied.",0.21691566445260577,0.875013,0.8354051,0.85475045
siena-master,order,Query,"This method orders the string and returns a Query<T>. That Query<T> is used by a method that processes the document. Order() seems far more important than average because it is called by 1 method. The method can be used in a procedural statement ; for example: ""else if (""order"".equals(name)) {"".","Sets the ordering for the query results, returning the modified `Query<T>` instance to support method chaining.",0.2859766458253196,0.8769349,0.840948,0.8585645
siena-master,fetch,Query,This method fetches the int and returns a List<T>. Fetch() seems far more important than average because it is not called by any methods.,Fetches and returns all results of the query as a list of type `T`. Intended to execute the query and collect the resulting records into a `List` for further processing.,0.17882302387074486,0.865301,0.8585944,0.86193466
siena-master,createRequest,RemotePersistenceManager,This method creates the request and returns a Document. CreateRequest() seems far more important than average because it is not called by any methods.,Creates and returns a new XML `Document` representing a request with the given name. Commonly used as a helper to initialize request documents before sending them to a remote persistence layer.,0.15362206451779023,0.8717111,0.8742507,0.87297904
siena-master,simpleRequest,RemotePersistenceManager,This method handles the simple request. Return data is used by some methods that deletes the query. Return data is used by some methods that deletes the object. SimpleRequest() seems far more important than average because it is called by 10 methods.,"Sends a simple remote persistence request (such as ""delete"") for a given object, delegating to the underlying remote communication mechanism with a flag to control behavior.",0.07152076850499485,0.8478397,0.8443582,0.8460953
siena-master,serialize,Serializer,"This method serializes the document. Return data is used by some methods that sends the document. Return data is used by some methods that executes the [ in. Serialize() seems far more important than average because it is called by 2 methods. The method can be used in a procedural statement ; for example: ""serializer.serialize(request,connector.getOutputStream());"".",Serializes a value to an output stream using the provided request and connector's output stream. Intended for procedural use where the serialized output is written directly to a stream rather than returned.,0.14110548699430767,0.86188716,0.8311508,0.84624
siena-master,deserialize,Serializer,"This method deserializes the [ in and returns a Document. That Document is used by methods that executes the [ in and that sends the document. Deserialize() seems far more important than average because it is called by 2 methods. The method can be used in an assignment statement ; for example: ""Document response=serializer.deserialize(connector.getInputStream());"".","Deserializes an input stream into a `Document` object, typically used to parse a response stream received from a connector.",0.1367396846092329,0.87264585,0.82549775,0.8484173
siena-master,get,Json,"This method gets the string and returns a Json. That Json is used by methods that sums the integer and that sums the real. Get() seems far more important than average because it is called by 5 methods. The method can be used in an assignment statement ; for example: ""value+=get(key).asDouble();"".",Retrieves a value from a JSON structure and performs a procedural operation with it. Called by up to 3 other methods within the `Json` class context.,0.23919058839171128,0.8633603,0.8331915,0.8480076
siena-master,getPersistenceManager,Model,"This method gets the persistence manager and returns a PersistenceManager. That PersistenceManager is used by methods that updates the model and that gets the model. Return data is used by some methods that gets the model. Return data is used by some methods that updates the model. GetPersistenceManager() seems far more important than average because it is called by 4 methods. The method can be used in a procedural statement ; for example: ""getPersistenceManager().update(this);"".","Returns the `PersistenceManager` associated with this model, used to perform persistence operations such as retrieving or storing the current model instance.",0.27224128160265093,0.8721979,0.8400323,0.85581297
siena-master,createQuery,PersistenceManager,This method creates the EQUIV[query base query data T and returns a Query<T>. CreateQuery() seems far more important than average because it is not called by any methods.,Creates and returns a typed `Query<T>` instance for executing database queries against the persistence layer. Intended for use within the `PersistenceManager` class to initialize query objects before applying filters or executing them.,0.18642250227218216,0.8498828,0.8528363,0.851357
siena-master,get,PersistenceManager,"This method gets the object. Return data is used by some methods that gets the model. Get() seems far more important than average because it is called by 1 method. The method can be used in a procedural statement ; for example: ""getPersistenceManager().get(this);"".",Retrieves and returns an integer value managed by the PersistenceManager.,0.10923278331577846,0.8761807,0.8291961,0.8520411
siena-master,insert,PersistenceManager,"This method inserts the object. Return data is used by a method that inserts the model. Insert() seems far more important than average because it is called by 1 method. The method can be used in a procedural statement ; for example: ""getPersistenceManager().insert(this);"".","Inserts a value into the persistence store and returns an integer result, typically indicating the outcome or identifier of the insertion operation.",0.14752744493052672,0.863185,0.8300552,0.84629595
