base_project,folder,project_path,filename,summary_human,summary_nlg,bleu_4,nist_4,rouge_l_f,frugal_score
AbdurRKhalid,Facade,AbdurRKhalid/Structural/Facade,BitrateReader.java,"BitrateReader provides static methods for video processing. read() simulates reading a video file with a given codec, while convert() simulates writing or converting the file. Both methods print status messages and return the processed VideoFile, forming part of a Facade pattern for media conversion","facade: BitrateReader acts as a subsystem for facade VideoConversionFacade, which convertVideo method of VideoConversionFacade calls read, which convertVideo method of VideoConversionFacade calls convert. It is a public class. The 2 methods of BitrateReader are read (VideoFile) and convert (VideoFile). Only one method ( convertVideo method of class VideoConversionFacade ) calls read and read calls no methods. Only one method ( convertVideo method of class VideoConversionFacade ) calls convert and convert calls no methods.",0.009947104011743564,0.9246766092875732,0.1592920353982301,0.6272752285003662
AbdurRKhalid,Facade,AbdurRKhalid/Structural/Facade,Codec.java,"Codec is a marker interface representing a video codec type. It defines no methods but serves as a common type for codec implementations, enabling polymorphism in video processing operations within the Facade pattern.",It is a public interface.,0.0009395028262788546,1.1217707586181644e-06,0.15789473684210525,0.48866111040115356
AbdurRKhalid,Facade,AbdurRKhalid/Structural/Facade,CodecFactory.java,CodecFactory is a helper in the facade pattern that determines the codec type of a VideoFile and returns the appropriate implementation (MPEG4CompressionCodec or OggCompressionCodec). It prints diagnostic messages during extraction for video conversion.,"facade: CodecFactory acts as a facade for subsystem VideoFile, which extract calls getCodecType method of VideoFile. CodecFactory acts as a subsystem for facade VideoConversionFacade, which convertVideo method of VideoConversionFacade calls extract. It is a public class. The only method of CodecFactory is extract (Codec). Only one method ( convertVideo method of class VideoConversionFacade ) calls extract and extract calls only one method : getCodecType method of class VideoFile.",0.02072878854369565,0.8761194912550813,0.163265306122449,0.6091490387916565
AbdurRKhalid,Facade,AbdurRKhalid/Structural/Facade,MPEG4CompressionCodec.java,"MPEG4CompressionCodec is a concrete implementation of the Codec interface representing the MP4 format. It defines a public type field set to ""mp4"", used for identifying the codec during video processing in the Facade pattern",It is a public class that implements Codec.,0.006403878988449782,0.0004508502920148783,0.19047619047619047,0.5570070147514343
AbdurRKhalid,Facade,AbdurRKhalid/Structural/Facade,OggCompressionCodec.java,"OggCompressionCodec is a concrete implementation of the Codec interface in the facade pattern representing the OGG format. It contains a public type field set to ""ogg"", used for identifying the codec during video conversion.",It is a public class that implements Codec.,0.006403878988449782,0.0004508502920148783,0.19047619047619047,0.5641285181045532
AbdurRKhalid,Facade,AbdurRKhalid/Structural/Facade,Test.java,"This test demonstrates the Facade pattern. It uses VideoConversionFacade to convert an OGG video file to MP4 format, hiding complex operations like codec extraction, bitrate reading, audio fixing, and file handling behind a simple convertVideo() method for ease of use.","facade: Test acts as a facade for subsystem VideoConversionFacade, which main calls convertVideo method of VideoConversionFacade. It is a public class. The only method of Test is main (void). No methods call main and main calls only one method : convertVideo method of class VideoConversionFacade.",0.025488079011500308,1.3304820237218407,0.16666666666666666,0.6551278829574585
AbdurRKhalid,Facade,AbdurRKhalid/Structural/Facade,VideoConversionFacade.java,"VideoConversionFacade, part of facade pattern, simplifies video conversion by hiding complex steps that are codec extraction, bitrate reading, format conversion, and audio fixing behind a single convertVideo() method. It uses helper classes (CodecFactory, BitrateReader, AudioMixer) and returns the final converted file.","facade: VideoConversionFacade acts as a subsystem for facade Test, which main method of Test calls convertVideo. VideoConversionFacade acts as a facade for subsystem CodecFactory, AudioMixer, BitrateReader, which convertVideo calls extract method of CodecFactory, read method of BitrateReader, convert method of BitrateReader, fix method of AudioMixer. It is a public class. The only method of VideoConversionFacade is convertVideo (File). Only one method ( main method of class Test ) calls convertVideo and convertVideo calls 4 methods : read method of class BitrateReader, extract method of class CodecFactory, convert method of class BitrateReader and fix method of class AudioMixer.",0.007393958521878497,0.7766566815388635,0.1925925925925926,0.684968113899231
AbdurRKhalid,Facade,AbdurRKhalid/Structural/Facade,VideoFile.java,"VideoFile represents a video with a name and codec type. The codec type is derived from the file extension in the constructor. It provides getCodecType() and getName() methods for accessing these properties, supporting video conversion operations in the Facade pattern.","facade: VideoFile acts as a subsystem for facade CodecFactory, which extract method of CodecFactory calls getCodecType. It is a public class. The 2 methods of VideoFile are getCodecType (String) and getName (String). Only one method ( extract method of class CodecFactory ) calls getCodecType and getCodecType calls no methods. No methods call getName and getName calls no methods.",0.02464142128558315,1.1464865544949558,0.16666666666666666,0.6912863254547119
JamesZBL,Adapter,JamesZBL/adapter,Application.java,"This code demonstrates the client which allow the Driver class to interact with a Bus interface in a compatible way, enabling the drive method to work seamlessly without modifying the existing Driver class.",It is a public class. The only method of Application is main (void). No methods call main and main calls no methods.,0.014815501962127832,0.36767219266895024,0.10909090909090909,0.5145054459571838
JamesZBL,Adapter,JamesZBL/adapter,Bus.java,"This code defines the Bus class, which acts as the adaptee in the Adapter Design Pattern, providing the run method that the adapter will adapt to a compatible interface for the client.","adapter: Bus acts as an adaptee for adapter BusAdapter, which adapts to Car. It is a public class. The only method of Bus is run (void). No methods call run and run calls no methods.",0.03435237692034028,1.8690010714079668,0.26865671641791045,0.6810672879219055
JamesZBL,Adapter,JamesZBL/adapter,BusAdapter.java,"BusAdapter is an adapter implements the Car interface by internally using a Bus object. It adapts the Bus method run() to the Car method drive(), enabling a bus to behave like a car through the adapter pattern.","decorator: BusAdapter acts as a component for decorator Driver, which overrides driveCar. It is a public class that extends Car and that implements Car. The only method of BusAdapter is drive (void). No methods call drive and drive calls no methods.   adapter: BusAdapter acts as an adapter, which adapts to Car. It is a public class that extends Car and that implements Car. The only method of BusAdapter is drive (void). No methods call drive and drive calls no methods.",0.019050961508185315,1.0709911538531507,0.20512820512820512,0.7124533653259277
JamesZBL,Adapter,JamesZBL/adapter,Car.java,"Car interface is an interface with a single method drive(). It represents the target interface in the Adapter pattern, which clients expect to use. Classes like BusAdapter implement this interface to adapt other types (e.g., Bus) to behave like a Car.","decorator: Car acts as a component for Driver, which is inherited by BusAdapter. It is a public interface. The only method of Car is drive (void). No methods call drive and drive calls no methods.   adapter: Car acts as a target for adapter BusAdapter, which adapts to Car. It is a public interface. The only method of Car is drive (void). No methods call drive and drive calls no methods.",0.0104817675744246,1.1440633383788252,0.21428571428571427,0.7100046277046204
JamesZBL,Adapter,JamesZBL/adapter,Driver.java,"Driver implements Car but actually delegates to another Car instance (car.drive()). It acts as the client/invoker that works against the target interface (Car), enabling dependency injection.","decorator: Driver acts as a decorator for component Car, which is inherited by. It is a public class that extends Car and that implements Car. The only method of Driver is drive (void). No methods call drive and drive calls no methods.",0.031808540108235465,1.0924024795865153,0.14285714285714285,0.5950034260749817
JamesZBL,Decorator,JamesZBL/decorator,Application.java,"Application demonstrates the Decorator pattern as a client. It first executes a basic CarpenterOperation, then decorates it with HammerSmithOperation to add extra functionality. The main method logs steps and calls checkBefore(), join(), and checkAfter() for both operations, showing layered behaviour enhancement.",It is a public class. The only method of Application is main (void). No methods call main and main calls no methods.,0.012247532571592022,0.3447225531658389,0.22222222222222224,0.5829956531524658
JamesZBL,Decorator,JamesZBL/decorator,CarpenterOperation.java,"CarpenterOperation class implements Operation for a carpenter’s tasks as a prt of a decorator design pattern. It logs three steps that are checking wood, crafting the hammer handle, and inspecting the finished handle.","decorator: CarpenterOperation acts as a component for decorator HammerSmithOperation, which overrides checkBeforeOperation, joinOperation, chekcAfterOperation. It is a public class that extends Operation and that implements Operation. The 3 methods of CarpenterOperation are checkBefore (void), join (void) and chekcAfter (void). No methods call checkBefore and checkBefore calls no methods. No methods call join and join calls no methods. No methods call chekcAfter and chekcAfter calls no methods.",0.021578108029022394,1.0930608729895877,0.16,0.6425201892852783
JamesZBL,Decorator,JamesZBL/decorator,HammerSmithOperation.java,"HammerSmithOperation is a decorator that adds ironwork steps to an existing Operation. It wraps a previous operation and extends its behaviour by logging extra tasks that are checking iron, forging the hammerhead, and inspecting the finished head, while preserving the original steps.","decorator: HammerSmithOperation acts as a decorator for component Operation, which is inherited by. It is a public class that extends Operation and that implements Operation. The 3 methods of HammerSmithOperation are checkBefore (void), join (void) and chekcAfter (void). No methods call checkBefore and checkBefore calls no methods. No methods call join and join calls no methods. No methods call chekcAfter and chekcAfter calls no methods.",0.024650822821549758,1.2111287117498308,0.205607476635514,0.6194974780082703
JamesZBL,Decorator,JamesZBL/decorator,Operation.java,"This Operation interface is a component in a decorator pattern that defines three methods namely checkBefore(), join(), and chekcAfter() representing sequential steps for an assembly line operation.","decorator: Operation acts as a component for HammerSmithOperation, which is inherited by CarpenterOperation, CarpenterOperation, CarpenterOperation. It is a public interface. The 3 methods of Operation are checkBefore (void), join (void) and chekcAfter (void). No methods call checkBefore and checkBefore calls no methods. No methods call join and join calls no methods. No methods call chekcAfter and chekcAfter calls no methods.",0.02780980746850166,1.0597562363805155,0.20689655172413793,0.7046375274658203
JamesZBL,Facade,JamesZBL/facade,Application.java,"This code demonstrates the Facade pattern by using CourseFacade to simplify complex operations. The main method calls prepare(), proceed(), and stop() through the facade, providing a unified interface for managing course-related processes.",It is a public class. The only method of Application is main (void). No methods call main and main calls no methods.,0.016396048152771507,0.6518500503506718,0.18181818181818182,0.5997098684310913
JamesZBL,Facade,JamesZBL/facade,CourseFacade.java,"CourseFacade implements the Facade pattern by managing a list of course participants (CourseTeacher and CourseStudent). It provides simplified methods, prepare(), proceed(), and stop() that internally trigger multiple actions for all participants, hiding complex interactions behind a single unified interface.","It is a public class. The 3 methods of CourseFacade are prepare (void), proceed (void) and stop (void). No methods call prepare and prepare calls no methods. No methods call proceed and proceed calls no methods. No methods call stop and stop calls no methods.",0.029613343168730294,1.2480478151158223,0.19047619047619047,0.6428432464599609
JamesZBL,Facade,JamesZBL/facade,CourseParticipator.java,"CourseParticipator is an abstract class represents a course participant with methods for preparing, proceeding, stopping, going to school, and going home in a Facade pattern. It uses an Event enum and an action() dispatcher to execute these steps dynamically, logging each action. It serves as a base for concrete participant types.","It is a public abstract class. The 8 methods of CourseParticipator are prepareCourse (void), proceedCourse (void), stopCourse (void), goToSchool (void), goHome (void), name (String), action (void) and action (void). Only one method ( action method of class CourseParticipator ) calls prepareCourse and prepareCourse calls only one method : name method of class CourseParticipator. Only one method ( action method of class CourseParticipator ) calls proceedCourse and proceedCourse calls only one method : name method of class CourseParticipator. Only one method ( action method of class CourseParticipator ) calls stopCourse and stopCourse calls only one method : name method of class CourseParticipator. Only one method ( action method of class CourseParticipator ) calls goToSchool and goToSchool calls only one method : name method of class CourseParticipator. Only one method ( action method of class CourseParticipator ) calls goHome and goHome calls only one method : name method of class Cours...",0.008172882552690356,0.4165053452310843,0.08648648648648649,0.6403102278709412
JamesZBL,Facade,JamesZBL/facade,CourseStudent.java,"CourseStudent in a facade pattern represents a student as a concrete implementation of CourseParticipator. It overrides the name() method to return ""Student"" (in mandarin), enabling event driven actions like preparing, attending, and finishing class through the inherited behaviour from the abstract base class.",It is a public class that extends CourseParticipator. The only method of CourseStudent is name (String). No methods call name and name calls no methods.,0.01303729635503133,0.5798170405877409,0.17647058823529407,0.6442631483078003
JamesZBL,Facade,JamesZBL/facade,CourseTeacher.java,"CourseTeacher class inside the facade pattern represents a teacher as a concrete implementation of CourseParticipator. It overrides the name() method enabling event driven actions like preparing, teaching, and finishing class through inherited behaviour from the abstract base class.",It is a public class that extends CourseParticipator. The only method of CourseTeacher is name (String). No methods call name and name calls no methods.,0.015923789726986794,0.9227256950499455,0.19047619047619047,0.6614322662353516
JamesZBL,Memento,JamesZBL/memento,Application.java,"A client inside the Memento pattern. It shows a Flower grows through stages, saving each state as a Plant memento onto a Stack. Later, it restores previous states by popping mementos, logging each transition to show undo/rollback of object state.",It is a public class. The only method of Application is main (void). No methods call main and main calls no methods.,0.010298906235154838,0.16349048753016945,0.09523809523809522,0.4338107407093048
JamesZBL,Memento,JamesZBL/memento,Flower.java,"The Flower is  an origintor in the Mmemnto pattern. It models a Flower with attributes like type, name, height, and weight. It simulates growth by updating size and state, supports saving and restoring state using an inner FlowerMemento class, and implements Plant enabling rollback of previous states.","observer: Flower acts as a publisher for observer FlowerType, which is inherited by, which grows, which gets Memento, which sets Plant parameter of plant Memento, which tos String, which gets Name, which gets Weight, which gets Height, which gets Type, which sets FlowerType parameter of type Type, which sets int parameter of height Height, which sets int parameter of weight Weight, which gets Weight, which gets Height, which gets Type. It is a public class that extends Plant and that implements Plant. The 14 methods of Flower are growing (void), getMemento (FlowerMemento), setMemento (void), toString (String), getName (String), getWeight (int), getHeight (int), getType (FlowerType), setType (void), setHeight (void), setWeight (void), getWeight (int), getHeight (int) and getType (FlowerType). No methods call growing and growing calls 4 methods : setHeight method of class Flower, getHeight method of class Flower, getWeight method of class Flower and setWeight method of class Flower. No m...",0.008525217319784648,0.6650454834466627,0.11224489795918369,0.5332890152931213
JamesZBL,Memento,JamesZBL/memento,FlowerType.java,"The FlowerType enum defines FlowerType with five growth stages: SEED, BURGEON, BUD, BLOOM, and DEAD. Each constant stores a descriptive name in Chinese and overrides toString() to return it, representing the lifecycle states of a flower for use in the Memento pattern.","observer: FlowerType acts as an observer for publisher Flower, which is inherited by, which tos String. It is a public class. The only method of FlowerType is toString (String). No methods call toString and toString calls no methods.   adapter: FlowerType acts as an adaptee for adapter Flower, which adapts to Plant. It is a public class. The only method of FlowerType is toString (String). No methods call toString and toString calls no methods.",0.009566081555033348,0.9085276564035664,0.1391304347826087,0.590967059135437
JamesZBL,Memento,JamesZBL/memento,Plant.java,"The Plant interface defines a Plant contract with methods to get weight, height, and type (FlowerType). It serves as a common abstraction for both the originator (Flower) and its memento in the Memento pattern, enabling consistent state representation.","adapter: Plant acts as a target for adapter Flower, which adapts to Plant, which adapts to Plant, which adapts to Plant. It is a public interface. The 3 methods of Plant are getWeight (int), getHeight (int) and getType (FlowerType). No methods call getWeight and getWeight calls no methods. No methods call getHeight and getHeight calls no methods. No methods call getType and getType calls no methods.   abstract_factory: Plant acts as an abstract factory for, which is inherited by Flower. It is a public interface. The 3 methods of Plant are getWeight (int), getHeight (int) and getType (FlowerType). No methods call getWeight and getWeight calls no methods. No methods call getHeight and getHeight calls no methods. No methods call getType and getType calls no methods.   visitor: Plant acts as a visitor for element Flower, which is inherited by Flower, which gets a Weight to, which gets a Height to, which gets a Type to. It is a public interface. The 3 methods of Plant are getWeight (int), g...",0.007597958450911974,0.564093789022205,0.11650485436893204,0.6413836479187012
JamesZBL,Observer,JamesZBL/observer,Application.java,"Application class demonstrates the Observer pattern. A Time subject registers two observers (Northern and Southern) and repeatedly calls passing(), triggering notifications to all observers. It shows how state changes in the subject propagate updates to multiple observers.",It is a public class. The only method of Application is main (void). No methods call main and main calls no methods.,0.0142073555594493,0.5012895455823274,0.13559322033898308,0.5361369848251343
JamesZBL,Observer,JamesZBL/observer,Northern.java,"The Northern class is a subscriber (observer) in the Observer Pattern. It implements the TimeObserver interface for Northern people. In update(), it logs and outputs different meals based on the TimePoint (morning, noon, afternoon, evening).","observer: Northern acts as an observer, which updates TimePoint parameter of time. It is a public class that extends TimeObserver and that implements TimeObserver. The only method of Northern is update (void). No methods call update and update calls no methods.   visitor: Northern acts as a visitor for element Time, which overrides update method of Time, which updates TimePoint parameter of time. It is a public class that extends TimeObserver and that implements TimeObserver. The only method of Northern is update (void). No methods call update and update calls no methods.",0.013491200246445437,0.8483275965721366,0.15873015873015872,0.6649186611175537
JamesZBL,Observer,JamesZBL/observer,Southern.java,"This Southern Class is a subscriber (observer) in the Observer design pattern. It implements TimeObserver for Southern people. In update(), it logs and displays different meals based on the TimePoint (morning, noon, afternoon, evening).","observer: Southern acts as an observer, which updates TimePoint parameter of time. It is a public class that extends TimeObserver and that implements TimeObserver. The only method of Southern is update (void). No methods call update and update calls no methods.   visitor: Southern acts as a visitor for element Time, which overrides update method of Time, which updates TimePoint parameter of time. It is a public class that extends TimeObserver and that implements TimeObserver. The only method of Southern is update (void). No methods call update and update calls no methods.",0.016043831322999372,0.862493058255558,0.16,0.6702375411987305
JamesZBL,Observer,JamesZBL/observer,Time.java,The Time class acts as a publisher in the Observer pattern. It maintains a list of subscribers (TimeObserver objects) and notifies them whenever the time state changes. Observers subscribe via addObserver() and receive updates through notifyObservers().,"observer: Time acts as a publisher for observer TimeObserver, which is inherited by, which adds TimeObserver parameter of observer Observer, which removes TimeObserver parameter of observer Observer, which passes, which notifies Observers. It is a public class. The 4 methods of Time are addObserver (void), removeObserver (void), passing (void) and notifyObservers (void). No methods call addObserver and addObserver calls no methods. No methods call removeObserver and removeObserver calls no methods. No methods call passing and passing calls only one method : notifyObservers method of class Time. Only one method ( passing method of class Time ) calls notifyObservers and notifyObservers calls no methods.   visitor: Time acts as an element for visitor TimeObserver, which is inherited by, which adds a Observer to, which removes a Observer to, which passes, which notifies a Observers to. It is a public class. The 4 methods of Time are addObserver (void), removeObserver (void), passing (void)...",0.02444442491709433,0.6478600295406288,0.15300546448087432,0.6729651689529419
JamesZBL,Observer,JamesZBL/observer,TimeObserver.java,TimeObserver interface defines a contract for observers in the time system. It declares a single method update(TimePoint time) that must be implemented by classes to receive and handle time updates from the publisher.,"observer: TimeObserver acts as an observer for publisher Time, which is inherited by Northern, Southern, which updates TimePoint parameter of time. It is a public interface. The only method of TimeObserver is update (void). No methods call update and update calls no methods.   visitor: TimeObserver acts as a visitor for element Time, which is inherited by Northern, Southern, which updates TimePoint parameter of time. It is a public interface. The only method of TimeObserver is update (void). No methods call update and update calls no methods.",0.008618951639832216,0.9630167865156123,0.18333333333333335,0.6444073915481567
JamesZBL,Observer,JamesZBL/observer,TimePoint.java,"TimePoint enum represents four time points in a day: MORNING, NOON, AFTERNOON, EVENING, each with a Chinese name. It overrides toString() to return the localized name instead of the enum constant.",It is a public class. The only method of TimePoint is toString (String). No methods call toString and toString calls no methods.,0.017956450871628796,0.7675356649724294,0.11320754716981131,0.5513221025466919
JamesZBL,Singleton,JamesZBL/singleton,Application.java,"Application demonstrates various Singleton pattern implementations in Java: eager initialization, lazy initialization, thread-safe lazy loading, double-checked locking, and enum-based singleton. It retrieves instances of each type and logs them to verify that only one instance exists per implementation.",It is a public class. The only method of Application is main (void). No methods call main and main calls no methods.,0.010889767497921572,0.2287577793077743,0.09523809523809522,0.4634299874305725
JamesZBL,Singleton,JamesZBL/singleton,Director.java,"Director class implements an eager (hungry) Singleton pattern. It creates a single Director instance at class load time, ensures thread safety, hides the constructor, and provides a getInstance() method for global access to that instance.","singleton: Director acts as a singleton, which gets a Director Instance to. It is a public final class. The only method of Director is getInstance (Director). No methods call getInstance and getInstance calls no methods.",0.033721790147933,1.7631454567140128,0.2857142857142857,0.684619665145874
JamesZBL,Singleton,JamesZBL/singleton,EnumDirector.java,"EnumDirector implements a Singleton using an enum. EnumDirector guarantees a single instance (INSTANCE), provides inherent thread safety and serialization, and overrides toString() to return the class name and hash code for identification.",It is a public class. The only method of EnumDirector is toString (String). No methods call toString and toString calls no methods.,0.017158520715495895,0.6642880180605782,0.14814814814814814,0.6569795608520508
JamesZBL,Singleton,JamesZBL/singleton,LazyInitializationDirector.java,"LazyInitilizationDirector implements a lazy loaded Singleton using a static inner class. The instance is created only when getInstance() is called, ensuring thread safety and efficient resource usage. The private constructor prevents external instantiation.","singleton: LazyInitializationDirector acts as a singleton, which gets a LazyInitializationDirector Instance to. It is a public final class. The only method of LazyInitializationDirector is getInstance (LazyInitializationDirector). No methods call getInstance and getInstance calls no methods.",0.03234245292096217,1.4425238660840853,0.2647058823529411,0.6848693490028381
JamesZBL,Singleton,JamesZBL/singleton,ThreadSafeDoubleCheckLocking.java,"ThreadSafeDoubleCheckLocking implements a thread-safe, lazy Singleton using double-checked locking with a volatile instance for visibility. Uses a local variable for performance, synchronizes only on first initialization, and prevents reflective instantiation by throwing if an instance exists.","singleton: ThreadSafeDoubleCheckLocking acts as a singleton, which gets a ThreadSafeDoubleCheckLocking Instance to. It is a public final class. The only method of ThreadSafeDoubleCheckLocking is getInstance (ThreadSafeDoubleCheckLocking). No methods call getInstance and getInstance calls no methods.",0.016300448051466222,1.0060024593609347,0.21917808219178084,0.6329541206359863
JamesZBL,Singleton,JamesZBL/singleton,ThreadSafeLazyLoadDirector.java,ThreadSafeLazyLoadDirector class implements a thread-safe lazy Singleton. It uses a volatile instance and a synchronized getInstance() method to ensure only one instance is created when first accessed. The private constructor prevents external instantiation and blocks reflective creation if an instance already exists.,"singleton: ThreadSafeLazyLoadDirector acts as a singleton, which gets a ThreadSafeLazyLoadDirector Instance to. It is a public final class. The only method of ThreadSafeLazyLoadDirector is getInstance (ThreadSafeLazyLoadDirector). No methods call getInstance and getInstance calls no methods.",0.01653513675856832,1.7696600905581548,0.23076923076923075,0.7167686820030212
JamesZBL,Visitor,JamesZBL/visitor,Application.java,"Application is the client in the Visitor pattern. It builds an element hierarchy that is Boss to Manager to Engineer and applies different visitors (BossVisitor, ManagerVisitor, EngineerVisitor) on the root element, triggering visitor specific operations across the structure.",It is a public class. The only method of Application is main (void). No methods call main and main calls no methods.,0.02196890397148936,0.3546151905297716,0.13333333333333333,0.5053589344024658
JamesZBL,Visitor,JamesZBL/visitor,Boss.java,"Boss is a composite node in the Visitor pattern. It accepts a UnitVisitor via beVisited, calls visitor.visitBoss(this), then delegates visitation to its child units through super.beVisited(visitor), enabling visitor operations to traverse and act on the hierarchy.","visitor: Boss acts as an element for visitor UnitVisitor, which is inherited by, which is a Visited to, which tos a String to. It is a public class that extends Unit. The 2 methods of Boss are beVisited (void) and toString (String). No methods call beVisited and beVisited calls no methods. No methods call toString and toString calls no methods.",0.023792018513340885,1.1640978429308801,0.18000000000000002,0.6719184517860413
JamesZBL,Visitor,JamesZBL/visitor,BossVisitor.java,"BossVisitor is a concrete visitor in the Visitor pattern. It implements UnitVisitor, performs an operation when visiting a Boss (logs a greeting), and provides no actions for Engineer or Manager. It encapsulates behavior applied to elements without changing their classes.","visitor: BossVisitor acts as a visitor for element Boss, which overrides visitEngineer method of Boss, visitBoss method of Boss, visitManager method of Boss, which visits a Engineer to, which visits a Boss to, which visits a Manager to. BossVisitor acts as a visitor for element Manager, which overrides visitEngineer method of Manager, visitBoss method of Manager, visitManager method of Manager, which visits a Engineer to, which visits a Boss to, which visits a Manager to. BossVisitor acts as a visitor for element Engineer, which overrides visitEngineer method of Engineer, visitBoss method of Engineer, visitManager method of Engineer, which visits a Engineer to, which visits a Boss to, which visits a Manager to. BossVisitor acts as a visitor for element Unit, which overrides visitEngineer method of Unit, visitBoss method of Unit, visitManager method of Unit, which visits a Engineer to, which visits a Boss to, which visits a Manager to. It is a public class that extends UnitVisitor and t...",0.008835643840906236,0.46332721905723606,0.1407035175879397,0.6005675196647644
JamesZBL,Visitor,JamesZBL/visitor,Engineer.java,Engineer is a concrete element in the Visitor pattern. It overrides beVisited to call visitor.visitEngineer(this) and then delegates to its parent for further traversal. This allows visitors to apply specific operations to Engineer objects within the object structure.,"visitor: Engineer acts as an element for visitor UnitVisitor, which is inherited by, which is a Visited to, which tos a String to. It is a public class that extends Unit. The 2 methods of Engineer are beVisited (void) and toString (String). No methods call beVisited and beVisited calls no methods. No methods call toString and toString calls no methods.",0.020006623079518362,1.1804820237218405,0.14,0.6300023794174194
JamesZBL,Visitor,JamesZBL/visitor,EngineerVisitor.java,"EngineerVisitor is a concrete visitor in the Visitor pattern. It implements UnitVisitor and defines behavior for Engineer elements by logging a greeting, while leaving Boss and Manager visit methods empty. It encapsulates operations applied specifically to engineers without modifying their classes.","visitor: EngineerVisitor acts as a visitor for element Manager, which overrides visitEngineer method of Manager, visitBoss method of Manager, visitManager method of Manager, which visits a Engineer to, which visits a Boss to, which visits a Manager to. EngineerVisitor acts as a visitor for element Boss, which overrides visitEngineer method of Boss, visitBoss method of Boss, visitManager method of Boss, which visits a Engineer to, which visits a Boss to, which visits a Manager to. EngineerVisitor acts as a visitor for element Engineer, which overrides visitEngineer method of Engineer, visitBoss method of Engineer, visitManager method of Engineer, which visits a Engineer to, which visits a Boss to, which visits a Manager to. EngineerVisitor acts as a visitor for element Unit, which overrides visitEngineer method of Unit, visitBoss method of Unit, visitManager method of Unit, which visits a Engineer to, which visits a Boss to, which visits a Manager to. It is a public class that extends U...",0.007117109493818809,0.37764728697717836,0.13131313131313133,0.6186860799789429
JamesZBL,Visitor,JamesZBL/visitor,Manager.java,"Manager is a concrete element in the Visitor pattern. It overrides beVisited to invoke visitor.visitManager(this) and then delegates to its child units via super.beVisited(visitor), enabling visitors to perform operations on managers and traverse the hierarchy.","visitor: Manager acts as an element for visitor UnitVisitor, which is inherited by, which is a Visited to, which tos a String to. It is a public class that extends Unit. The 2 methods of Manager are beVisited (void) and toString (String). No methods call beVisited and beVisited calls no methods. No methods call toString and toString calls no methods.",0.019664503444469815,1.0442630176864476,0.1616161616161616,0.6446851491928101
JamesZBL,Visitor,JamesZBL/visitor,ManagerVisitor.java,"ManagerVisitor is a concrete visitor in the Visitor pattern. It implements UnitVisitor and defines behavior for Manager elements by logging a greeting, while leaving Boss and Engineer visit methods empty. It encapsulates operations specific to managers without altering their classes.","visitor: ManagerVisitor acts as a visitor for element Boss, which overrides visitEngineer method of Boss, visitBoss method of Boss, visitManager method of Boss, which visits a Engineer to, which visits a Boss to, which visits a Manager to. ManagerVisitor acts as a visitor for element Engineer, which overrides visitEngineer method of Engineer, visitBoss method of Engineer, visitManager method of Engineer, which visits a Engineer to, which visits a Boss to, which visits a Manager to. ManagerVisitor acts as a visitor for element Manager, which overrides visitEngineer method of Manager, visitBoss method of Manager, visitManager method of Manager, which visits a Engineer to, which visits a Boss to, which visits a Manager to. ManagerVisitor acts as a visitor for element Unit, which overrides visitEngineer method of Unit, visitBoss method of Unit, visitManager method of Unit, which visits a Engineer to, which visits a Boss to, which visits a Manager to. It is a public class that extends UnitV...",0.007117109493818809,0.3749244403735564,0.14213197969543148,0.6158910989761353
JamesZBL,Visitor,JamesZBL/visitor,Unit.java,"Unit is an abstract class and composite base in the Visitor pattern. It holds child elements and defines beVisited(UnitVisitor visitor) to propagate visitor operations to its children, enabling traversal of the object structure while concrete subclasses handle specific visitor interactions.","visitor: Unit acts as an element for visitor UnitVisitor, which is inherited by, which is a Visited to. It is a public abstract class. The only method of Unit is beVisited (void). No methods call beVisited and beVisited calls no methods.",0.0346412853667907,1.6586762942598334,0.17073170731707318,0.6582902669906616
JamesZBL,Visitor,JamesZBL/visitor,UnitVisitor.java,"UnitVisitor is the visitor interface in the Visitor pattern. It declares methods for visiting each concrete element type (Engineer, Boss, Manager), enabling different visitor implementations to define operations applied to these elements without modifying their classes.","visitor: UnitVisitor acts as a visitor for element Manager, which is inherited by ManagerVisitor, BossVisitor, EngineerVisitor, which visits a Engineer to, which visits a Boss to, which visits a Manager to. UnitVisitor acts as a visitor for element Engineer, which is inherited by ManagerVisitor, BossVisitor, EngineerVisitor, which visits a Engineer to, which visits a Boss to, which visits a Manager to. UnitVisitor acts as a visitor for element Boss, which is inherited by ManagerVisitor, BossVisitor, EngineerVisitor, which visits a Engineer to, which visits a Boss to, which visits a Manager to. UnitVisitor acts as a visitor for element Unit, which is inherited by ManagerVisitor, BossVisitor, EngineerVisitor, which visits a Engineer to, which visits a Boss to, which visits a Manager to. It is a public interface. The 3 methods of UnitVisitor are visitEngineer (void), visitBoss (void) and visitManager (void). No methods call visitEngineer and visitEngineer calls no methods. No methods call...",0.00472994351724627,0.4964497517941293,0.12834224598930483,0.6041823625564575
